* Measurement data measured by REW V5.20.9
* Source: Analog (1+2) (RME Fireface UFX), LINE_IN (G?o?no?? g?), L, volume: 1,000
* Format: 256k Log Swept Sine, 4 sweeps at -18,0 dBFS with no timing reference
* Dated: 11-Oct-2023 12:31:03
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: SUMA_GR1
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
253.784161, 65.550, 104.3774
254.150372, 64.828, 102.8945
254.516582, 63.861, 104.4478
254.882793, 63.088, 111.4126
255.249004, 63.352, 121.8892
255.615215, 64.729, 128.6699
255.981426, 66.356, 128.8174
256.347637, 67.652, 124.4580
256.713848, 68.484, 118.1543
257.080059, 68.913, 111.6729
257.446270, 69.084, 106.0083
257.812481, 69.168, 101.3496
258.178692, 69.285, 97.1196
258.544902, 69.430, 92.4746
258.911113, 69.498, 87.0259
259.277324, 69.372, 81.1128
259.643535, 69.003, 75.5947
260.009746, 68.445, 71.4639
260.375957, 67.870, 69.3101
260.742168, 67.492, 68.6538
261.108379, 67.402, 67.9443
261.474590, 67.472, 65.7969
261.840801, 67.485, 62.0117
262.207012, 67.295, 57.3252
262.573222, 66.867, 52.7524
262.939433, 66.260, 49.1450
263.305644, 65.593, 46.8994
263.671855, 64.984, 45.8008
264.038066, 64.488, 45.2188
264.404277, 64.080, 44.6167
264.770488, 63.707, 43.8735
265.136699, 63.353, 43.1357
265.502910, 63.046, 42.4590
265.869121, 62.816, 41.6143
266.235332, 62.655, 40.2002
266.601542, 62.511, 37.9282
266.967753, 62.321, 34.7798
267.333964, 62.043, 30.9414
267.700175, 61.672, 26.6230
268.066386, 61.235, 21.8721
268.432597, 60.770, 16.4302
268.798808, 60.297, 9.7192
269.165019, 59.796, 0.9756
269.531230, 59.226, -10.5464
269.897441, 58.570, -25.4502
270.263652, 57.898, -44.0693
270.629862, 57.408, -66.0508
270.996073, 57.335, -89.7031
271.362284, 57.750, -112.3003
271.728495, 58.491, -131.7529
272.094706, 59.346, -147.5332
272.460917, 60.179, -160.1196
272.827128, 60.923, -170.2319
273.193339, 61.544, -178.4141
273.559550, 62.032, 175.1123
273.925761, 62.418, 170.3721
274.291972, 62.783, 167.3838
274.658182, 63.238, 165.8521
275.024393, 63.862, 165.0767
275.390604, 64.661, 164.2563
275.756815, 65.588, 162.8652
276.123026, 66.596, 160.6636
276.489237, 67.655, 157.4600
276.855448, 68.724, 153.0000
277.221659, 69.735, 147.0796
277.587870, 70.605, 139.7090
277.954081, 71.253, 131.1509
278.320291, 71.620, 121.8652
278.686502, 71.673, 112.4370
279.052713, 71.410, 103.5356
279.418924, 70.863, 95.8828
279.785135, 70.120, 90.1553
280.151346, 69.330, 86.7324
280.517557, 68.675, 85.2925
280.883768, 68.267, 84.7134
281.249979, 68.065, 83.7271
281.616190, 67.933, 81.7129
281.982401, 67.742, 78.7578
282.348611, 67.420, 75.2275
282.714822, 66.927, 71.4492
283.081033, 66.215, 67.6729
283.447244, 65.199, 64.2764
283.813455, 63.742, 62.1904
284.179666, 61.684, 63.7886
284.545877, 59.146, 74.8838
284.912088, 57.983, 101.8047
285.278299, 60.318, 126.0420
285.644510, 63.533, 133.7676
286.010721, 66.176, 132.4033
286.376931, 68.204, 126.9370
286.743142, 69.742, 119.3779
287.109353, 70.882, 110.5928
287.475564, 71.677, 101.0249
287.841775, 72.153, 90.9766
288.207986, 72.322, 80.7192
288.574197, 72.189, 70.5464
288.940408, 71.761, 60.8071
289.306619, 71.058, 51.9038
289.672830, 70.121, 44.2656
290.039041, 69.025, 38.2515
290.405251, 67.879, 33.9302
290.771462, 66.791, 30.8496
291.137673, 65.794, 28.0742
291.503884, 64.805, 24.6758
291.870095, 63.653, 20.2407
292.236306, 62.142, 14.9634
292.602517, 60.060, 9.4712
292.968728, 57.102, 4.8018
293.334939, 52.597, 3.2651
293.701150, 44.252, 18.3984
294.067361, 43.551, 124.2012
294.433571, 51.317, 142.0005
294.799782, 55.267, 143.2632
295.165993, 57.820, 141.9458
295.532204, 59.678, 139.8560
295.898415, 61.132, 137.4692
296.264626, 62.339, 134.8633
296.630837, 63.388, 131.8687
296.997048, 64.303, 128.2036
297.363259, 65.055, 123.6787
297.729470, 65.586, 118.3569
298.095681, 65.832, 112.5977
298.461891, 65.745, 107.0332
298.828102, 65.315, 102.5586
299.194313, 64.596, 100.3135
299.560524, 63.771, 101.4453
299.926735, 63.188, 106.1973
300.292946, 63.179, 112.6675
300.659157, 63.712, 117.8125
301.025368, 64.452, 120.2349
301.391579, 65.120, 120.4653
301.757790, 65.610, 119.6035
302.124000, 65.924, 118.5601
302.490211, 66.116, 117.8984
302.856422, 66.251, 117.8799
303.222633, 66.394, 118.5459
303.588844, 66.598, 119.7822
303.955055, 66.907, 121.3340
304.321266, 67.344, 122.8179
